# epoch (MJD),epoch (seconds TDB),x [km],y [km],z [km],vx [km/s],vy [km/s],vz [km/s]
60393.860000,764584773.182588,-458346.201311,-22922.433482,-43723.258535,0.027830,-0.807650,-0.617366
60393.880000,764586501.182588,-458294.535108,-24317.594017,-44788.976844,0.031968,-0.807118,-0.616103
60393.900000,764588229.182588,-458235.725025,-25711.829294,-45852.506978,0.036098,-0.806579,-0.614833
60393.920000,764589957.182588,-458169.785392,-27105.127823,-46913.836274,0.040219,-0.806034,-0.613555
60393.940000,764591685.182587,-458096.730538,-28497.478113,-47972.952070,0.044333,-0.805482,-0.612271
60393.960000,764593413.182587,-458016.574791,-29888.868673,-49029.841704,0.048438,-0.804923,-0.610979
60393.980000,764595141.182587,-457929.332482,-31279.288013,-50084.492513,0.052535,-0.804358,-0.609680
60394.000000,764596869.182587,-457835.017940,-32668.724641,-51136.891835,0.056624,-0.803786,-0.608373
60394.020000,764598597.182586,-457733.645348,-34057.167053,-52187.027150,0.060705,-0.803207,-0.607060
60394.040000,764600325.182586,-457625.228307,-35444.603691,-53234.886511,0.064778,-0.802621,-0.605740
60394.060000,764602053.182585,-457509.780273,-36831.022983,-54280.458109,0.068843,-0.802029,-0.604412
60394.080000,764603781.182585,-457387.314701,-38216.413357,-55323.730139,0.072900,-0.801431,-0.603078
60394.100000,764605509.182585,-457257.845046,-39600.763242,-56364.690795,0.076949,-0.800825,-0.601737
60394.120000,764607237.182585,-457121.384763,-40984.061065,-57403.328271,0.080990,-0.800213,-0.600389
60394.140000,764608965.182585,-456977.947308,-42366.295255,-58439.630760,0.085024,-0.799594,-0.599034
60394.160000,764610693.182584,-456827.546135,-43747.454240,-59473.586456,0.089050,-0.798969,-0.597672
60394.180000,764612421.182584,-456670.194701,-45127.526449,-60505.183552,0.093068,-0.798336,-0.596304
60394.200000,764614149.182584,-456505.906460,-46506.500309,-61534.410244,0.097078,-0.797697,-0.594929
60394.220000,764615877.182583,-456334.694868,-47884.364248,-62561.254723,0.101081,-0.797052,-0.593547
60394.240000,764617605.182583,-456156.573379,-49261.106695,-63585.705185,0.105076,-0.796399,-0.592158
60394.260000,764619333.182583,-455971.555434,-50636.716078,-64607.749836,0.109064,-0.795740,-0.590763
60394.280000,764621061.182582,-455779.654111,-52011.180791,-65627.377224,0.113044,-0.795074,-0.589361
60394.300000,764622789.182582,-455580.882127,-53384.489201,-66644.576230,0.117016,-0.794402,-0.587953
60394.320000,764624517.182582,-455375.252184,-54756.629674,-67659.335751,0.120981,-0.793723,-0.586538
60394.340000,764626245.182582,-455162.776982,-56127.590573,-68671.644684,0.124939,-0.793037,-0.585116
60394.360000,764627973.182582,-454943.469224,-57497.360264,-69681.491926,0.128889,-0.792344,-0.583688
60394.380000,764629701.182581,-454717.341612,-58865.927112,-70688.866374,0.132832,-0.791644,-0.582254
60394.400000,764631429.182581,-454484.406845,-60233.279480,-71693.756925,0.136767,-0.790938,-0.580813
60394.420000,764633157.182581,-454244.677627,-61599.405734,-72696.152476,0.140695,-0.790225,-0.579366
60394.440000,764634885.182580,-453998.166659,-62964.294238,-73696.041925,0.144616,-0.789506,-0.577912
60394.460000,764636613.182580,-453744.886641,-64327.933358,-74693.414167,0.148530,-0.788779,-0.576452
60394.480000,764638341.182580,-453484.850276,-65690.311458,-75688.258100,0.152436,-0.788046,-0.574986
60394.500000,764640069.182579,-453218.070265,-67051.416902,-76680.562621,0.156335,-0.787306,-0.573513
60394.520000,764641797.182579,-452944.559200,-68411.238047,-77670.316724,0.160227,-0.786560,-0.572035
60394.540000,764643525.182579,-452664.329236,-69769.763211,-78657.509794,0.164112,-0.785806,-0.570550
