epoch (MJD),epoch (seconds TDB),x [km],y [km],z [km],vx [km/s],vy [km/s],vz [km/s]
59119.25000,654458469.1826417446136475,-149508138.7540687918663025,-10345192.9408760480582714,-4484487.8119097184389830,2.7338090157379416,-27.1436215649722392,-11.7675007523484965
59119.50000,654480069.1826417446136475,-149447720.3100339770317078,-10931393.6104690749198198,-4738621.2650962620973587,2.8604833023113314,-27.1341392404017263,-11.7633399689792739
59119.75000,654501669.1826417446136475,-149384566.2257537841796875,-11517384.3473124988377094,-4992662.6068418612703681,2.9871089303158809,-27.1241834759602476,-11.7589720001238138
59120.00000,654523269.1826417446136475,-149318677.5592174530029297,-12103154.9331646412611008,-5246607.3673262083902955,3.1136852568404527,-27.1137550054703276,-11.7543973391885164
59120.25000,654544869.1826417446136475,-149250055.3821865320205688,-12688695.1648371294140816,-5500451.0870446255430579,3.2402116491154116,-27.1028544893003804,-11.7496164480281760
59120.50000,654566469.1826417446136475,-149178700.7800070047378540,-13273994.8526303004473448,-5754189.3161332281306386,3.3666874816370065,-27.0914825163510855,-11.7446297575501823
59120.75000,654588069.1826417446136475,-149104614.8514802753925323,-13859043.8188101518899202,-6007817.6137066725641489,3.4931121336131850,-27.0796396059527531,-11.7394376682814787
59121.00000,654609669.1826417446136475,-149027798.7087886333465576,-14443831.8961241841316223,-6261331.5472073638811707,3.6194849864544896,-27.0673262095563452,-11.7340405508615451
59121.25000,654631269.1826417446136475,-148948253.4774739444255829,-15028348.9263523668050766,-6514726.6917647896334529,3.7458054213575585,-27.0545427123019948,-11.7284387464873561
59121.50000,654652869.1826417446136475,-148865980.2964679300785065,-15612584.7588908001780510,-6767998.6295639649033546,3.8720728169358574,-27.0412894344838293,-11.7226325673169551
59121.75000,654674469.1826417446136475,-148780980.3181732296943665,-16196529.2493661623448133,-7021142.9492222890257835,3.9982865468750943,-27.0275666329412765,-11.7166222968427434
59122.00000,654696069.1826417446136475,-148693254.7085949778556824,-16780172.2582797035574913,-7274155.2451742030680180,4.1244459775991027,-27.0133745024064602,-11.7104081902464650
59122.25000,654717669.1826417446136475,-148602804.6475232243537903,-17363503.6496801264584064,-7527031.1170634673908353,4.2505504659395665,-26.9987131768362438,-11.7039904747479664
59122.50000,654739269.1826417446136475,-148509631.3287647664546967,-17946513.2898652814328671,-7779766.1691429642960429,4.3765993568099164,-26.9835827307548861,-11.6973693499593008
59122.75000,654760869.1826417446136475,-148413735.9604259431362152,-18529191.0461132191121578,-8032356.0096823573112488,4.5025919808898553,-26.9679831806302168,-11.6905449882551515
59123.00000,654782469.1826417446136475,-148315119.7652448117733002,-19111526.7854434810578823,-8284796.2503839768469334,4.6285276523320862,-26.9519144863025666,-11.6835175351691376
59123.25000,654804069.1826417446136475,-148213783.9809724986553192,-19693510.3734099939465523,-8537082.5058076288551092,4.7544056665070595,-26.9353765524809532,-11.6762871098241643
59123.50000,654825669.1826417446136475,-148109729.8608028888702393,-20275131.6729270480573177,-8789210.3928051348775625,4.8802252978048202,-26.9183692303167348,-11.6688538054030744
59123.75000,654847269.1826417446136475,-148002958.6738487184047699,-20856380.5431302487850189,-9041175.5299655180424452,5.0059857975151347,-26.9008923190595617,-11.6612176896639141
59124.00000,654868869.1826417446136475,-147893471.7056627273559570,-21437246.8382739797234535,-9292973.5370717961341143,5.1316863918083255,-26.8829455677956020,-11.6533788055019674
59124.25000,654890469.1826417446136475,-147781270.2588007748126984,-22017720.4066674374043941,-9544600.0345704406499863,5.2573262798393730,-26.8645286772629923,-11.6453371715584222
59124.50000,654912069.1826417446136475,-147666355.6534246802330017,-22597791.0896504633128643,-9796050.6430544778704643,5.3829046319970875,-26.8456413017344566,-11.6370927828733510
59124.75000,654933669.1826417446136475,-147548729.2279409170150757,-23177448.7206107564270496,-10047320.9827611055225134,5.5084205883184483,-26.8262830509526644,-11.6286456115784791
59125.00000,654955269.1826417446136475,-147428392.3396717905998230,-23756683.1240432374179363,-10298406.6730846595019102,5.6338732570857362,-26.8064534920994788,-11.6199956076230464
59125.25000,654976869.1826417446136475,-147305346.3655547201633453,-24335484.1146521344780922,-10549303.3321055471897125,5.7592617136208233,-26.7861521517768786,-11.6111426995241640
59125.50000,654998469.1826417446136475,-147179592.7028652727603912,-24913841.4964957423508167,-10800006.5761355608701706,5.8845849992871013,-26.7653785179738648,-11.6020867951312550
59125.75000,655020069.1826417446136475,-147051132.7699596285820007,-25491745.0621732734143734,-11050512.0192797239869833,6.0098421207051498,-26.7441320419912500,-11.5928277823926056
59126.00000,655041669.1826417446136475,-146919968.0070314407348633,-26069184.5920525640249252,-11300815.2730146273970604,6.1350320491833132,-26.7224121402944981,-11.5833655301107239
59126.25000,655063269.1826417446136475,-146786099.8768788874149323,-26646149.8535367362201214,-11550911.9457828309386969,6.2601537203592157,-26.7002181962632150,-11.5736998886721789
59126.50000,655084869.1826417446136475,-146649529.8656772375106812,-27222630.6003672629594803,-11800797.6426025908440351,6.3852060340427785,-26.6775495618057690,-11.5638306907367969
59126.75000,655106469.1826417446136475,-146510259.4837527573108673,-27798616.5719601474702358,-12050467.9646919257938862,6.5101878542457099,-26.6544055588072411,-11.5537577518706165
59127.00000,655128069.1826417446136475,-146368290.2663538753986359,-28374097.4927713051438332,-12299918.5091055892407894,6.6350980093767431,-26.6307854803801298,-11.5434808711067909
59127.25000,655149669.1826417446136475,-146223623.7744172215461731,-28949063.0716865696012974,-12549144.8683832455426455,6.7599352925762828,-26.6066885918882754,-11.5329998314188114
59127.50000,655171269.1826417446136475,-146076261.5953243970870972,-29523503.0014311335980892,-12798142.6302067730575800,6.8846984621584131,-26.5821141317170522,-11.5223144000906892
59127.75000,655192869.1826417446136475,-145926205.3436491191387177,-30097406.9579926244914532,-13046907.3770643267780542,7.0093862421227247,-26.5570613117650396,-11.5114243289695004
59128.00000,655214469.1826417446136475,-145773456.6618923246860504,-30670764.6000516451895237,-13295434.6859184484928846,7.1339973226930526,-26.5315293176363234,-11.5003293545866807
59128.25000,655236069.1826417446136475,-145618017.2212063968181610,-31243565.5684130154550076,-13543720.1278752982616425,7.2585303608348610,-26.5055173085160476,-11.4890291981356256
59128.50000,655257669.1826417446136475,-145459888.7221080958843231,-31815799.4854308739304543,-13791759.2678517010062933,7.3829839806980475,-26.4790244167165874,-11.4775235652947618
59128.75000,655279269.1826417446136475,-145299072.8951842188835144,-32387455.9544202573597431,-14039547.6642366740852594,7.5073567739270386,-26.4520497468870239,-11.4658121458871314
59129.00000,655300869.1826417446136475,-145135571.5017917752265930,-32958524.5590480007231236,-14287080.8685437217354774,7.6316472997753868,-26.4245923748842735,-11.4538946133696911
59129.25000,655322469.1826417446136475,-144969386.3347588181495667,-33528994.8626956343650818,-14534354.4250502679497004,7.7558540849578517,-26.3966513463109855,-11.4417706241480062
59129.50000,655344069.1826417446136475,-144800519.2190916836261749,-34098856.4077871739864349,-14781363.8704203385859728,7.8799756231687450,-26.3682256747328196,-11.4294398167151385
59129.75000,655365669.1826417446136475,-144628972.0126972198486328,-34668098.7150752171874046,-15028104.7333068009465933,8.0040103741919530,-26.3393143395957203,-11.4169018106167233
59130.00000,655387269.1826417446136475,-144454746.6071290373802185,-35236711.2828788757324219,-15274572.5339293926954269,8.1279567625248639,-26.3099162838735054,-11.4041562052481762
59130.25000,655408869.1826417446136475,-144277844.9283696413040161,-35804683.5862685889005661,-15520762.7836250681430101,8.2518131754361672,-26.2800304114860950,-11.3912025784944451
59130.50000,655430469.1826417446136475,-144098268.9376612901687622,-36372005.0761929750442505,-15766670.9843673706054688,8.3755779603760949,-26.2496555845404309,-11.3780404852276362
59130.75000,655452069.1826417446136475,-143916020.6324004232883453,-36938665.1785447821021080,-16012292.6282520294189453,8.4992494216574883,-26.2187906204587478,-11.3646694556836785
59131.00000,655473669.1826417446136475,-143731102.0471127331256866,-37504653.2931643202900887,-16257623.1969464160501957,8.6228258163274223,-26.1874342890730283,-11.3510889937455417
59131.25000,655495269.1826417446136475,-143543515.2545264065265656,-38069958.7927805557847023,-16502658.1611012108623981,8.7463053491524185,-26.1555853097796316,-11.3372985751677309
59131.50000,655516869.1826417446136475,-143353262.3667641282081604,-38634571.0218924507498741,-16747392.9797234702855349,8.8696861666461508,-26.1232423488647534,-11.3232976457848178
59131.75000,655538469.1826417446136475,-143160345.5366749763488770,-39198479.2955953925848007,-16991823.0995112694799900,8.9929663500771291,-26.0904040171287228,-11.3090856197554324
59132.00000,655560069.1826417446136475,-142964766.9593289494514465,-39761672.8983609825372696,-17235943.9541513435542583,9.1161439074064212,-26.0570688679558025,-11.2946618779026249
59132.25000,655581669.1826417446136475,-142766528.8736972212791443,-40324141.0827812552452087,-17479750.9635825641453266,9.2392167641220393,-26.0232353959943410,-11.2800257662215824
59132.50000,655603269.1826417446136475,-142565633.5645426511764526,-40885873.0682927891612053,-17723239.5332296863198280,9.3621827529582866,-25.9889020366314405,-11.2651765946359959
59132.75000,655624869.1826417446136475,-142362083.3645442724227905,-41446858.0398996770381927,-17966405.0532137602567673,9.4850396025153945,-25.9540671664618401,-11.2501136360945733
59133.00000,655646469.1826417446136475,-142155880.6566790044307709,-42007085.1469194144010544,-18209242.8975475654006004,9.6077849248285911,-25.9187291049685946,-11.2348361261099967
