epoch (MJD),epoch (seconds TDB),r [km],alpha [deg],beta [deg]
59144.25000,656618469.1826417446136475,64874.2039257603828446,-0.0004304307728778,-0.0002174772455275
59144.50000,656640069.1826417446136475,62581.6928487719342229,-0.0009200872016083,-0.0002889315863222
59144.75000,656661669.1826417446136475,60174.7599454507362680,-0.0014776303973962,-0.0002085126325911
59145.00000,656683269.1826417446136475,57682.9024427467302303,-0.0020039152727044,-0.0000057102525197
59145.25000,656704869.1826417446136475,55145.0748479649046203,-0.0024406196745616,0.0002354432347901
59145.50000,656726469.1826417446136475,52611.8258831673301756,-0.0027860811651260,0.0004372762785087
59145.75000,656748069.1826417446136475,50147.4075202005333267,-0.0030516481458926,0.0005662765821790
59146.00000,656769669.1826417446136475,47831.2025999039542512,-0.0032124161459271,0.0006268407085465
59146.25000,656791269.1826417446136475,45757.2446438999832026,-0.0031878506166028,0.0006392455029860
59146.50000,656812869.1826417446136475,44030.0049067059808294,-0.0028601013759536,0.0006232692149674
59146.75000,656834469.1826417446136475,42754.5903441904374631,-0.0021331117333851,0.0005900863173971
59147.00000,656856069.1826417446136475,42021.0397390856305719,-0.0010174125356983,0.0005395256239588
59147.25000,656877669.1826417446136475,41886.0027501620425028,0.0003191485576649,0.0004614582103066
59147.50000,656899269.1826417446136475,42358.8864282108916086,0.0016039028573587,0.0003403448435995
59147.75000,656920869.1826417446136475,43399.4859546525694896,0.0025980078064193,0.0001592953116809
59148.00000,656942469.1826417446136475,44928.4619421600364149,0.0032105743169044,-0.0001012422854827
59148.25000,656964069.1826417446136475,46845.1484530785019160,0.0035156771704879,-0.0004722489592997
59148.50000,656985669.1826417446136475,49044.9449308230177849,0.0037185338416536,-0.0010095367557360
59148.75000,657007269.1826417446136475,51431.4281403275381308,0.0034899629663812,-0.0014758303210404
59149.00000,657028869.1826417446136475,53922.3974982777290279,0.0026995064749313,-0.0012628638243993
59149.25000,657050469.1826417446136475,56451.4068565129418857,0.0022817494507956,-0.0004407261467569
59149.50000,657072069.1826417446136475,58966.7569470499365707,0.0061950228547488,0.0020807126517238
59149.75000,657093669.1826417446136475,61429.4264494311428280,0.0009052517942156,0.0011761390690032
59150.00000,657115269.1826417446136475,63810.7925324238894973,0.0005007228286503,0.0022614587210113
59150.25000,657136869.1826417446136475,66090.5355096493149176,-0.0002094778267259,0.0010523399463903
59150.50000,657158469.1826417446136475,68254.8613038941693958,-0.0003379845261207,0.0005347369107211
59150.75000,657180069.1826417446136475,70295.0499359908426413,-0.0002983553388400,0.0002641944953776
